Time_s,Motor_Torque_Nm
0,124.6
5.6691999554816e-30,124.6
6.81617413467732e-09,124.60000245975
4.08970448080639e-08,124.60001475581
2.11301398174997e-07,124.600076178226
8.546747819125e-07,124.600307215311
1.50014874126267e-06,124.600537634538
2.1469507941085e-06,124.600767154505
2.79475483826294e-06,124.600995656107
3.47802459533756e-06,124.601235182709
4.19250657591331e-06,124.601484027086
4.93511128521215e-06,124.60174091399
5.70347077689683e-06,124.602004838654
6.49576259137992e-06,124.602275000463
7.31057427141244e-06,124.60255075208
8.14679269693988e-06,124.602831558365
9.00354720606548e-06,124.603116974504
9.88016252257925e-06,124.603406627997
1.07761149772353e-05,124.603700202294
1.16910169106541e-05,124.603997430126
1.26245914303415e-05,124.604298083907
1.3576658787922e-05,124.604601970157
1.45471263872052e-05,124.604908925264
1.55359775575076e-05,124.60521881096
1.65432627416972e-05,124.605531510722
1.75690975953121e-05,124.605846928396
1.86136555316386e-05,124.606164985166
1.96771660960097e-05,124.606485618371
2.07599098429904e-05,124.606808779311
2.18622176347263e-05,124.607134432427
2.29844716240797e-05,124.607462554981
2.41271004470689e-05,124.607793135048
2.52905806217559e-05,124.608126171354
2.64754377815264e-05,124.608461673048
2.76822437071795e-05,124.608799658281
2.89116227362658e-05,124.609140155422
3.0164248066805e-05,124.609483201417
3.14408461325488e-05,124.609828842382
3.27421981243487e-05,124.610177133377
3.4069143872946e-05,124.610528138774
3.54225831198596e-05,124.610881931886
3.68034812557935e-05,124.611238595736
3.821287183035e-05,124.611598222909
3.96518632967261e-05,124.611960916442
4.11216450098857e-05,124.612326790411
4.26234925752258e-05,124.612695970282
4.41587778924923e-05,124.61306859431
4.57289774524392e-05,124.613444814362
4.73356814886104e-05,124.613824796818
4.89806102871369e-05,124.614208724996
5.06656241405687e-05,124.61459679986
5.23927462790358e-05,124.614989243505
5.41641794653757e-05,124.615386300872
5.59823329074652e-05,124.61578824346
5.78498510784751e-05,124.616195373028
5.97696513177274e-05,124.616608026704
6.17449707574687e-05,124.617026583455
6.37794205558311e-05,124.617451471296
6.5839875444383e-05,124.617875573385
6.79232245835072e-05,124.618298214645
7.00301682185862e-05,124.618719528069
7.21613919387323e-05,124.619139642318
7.43175831100007e-05,124.619558682957
7.64994281983105e-05,124.619976771812
7.87076123153424e-05,124.620394027023
8.09428205215175e-05,124.620810563462
8.32057388341465e-05,124.621226493077
8.54970540332816e-05,124.621641924996
8.78174553845452e-05,124.622056965978
9.01676340084993e-05,124.622471720418
9.25482842920096e-05,124.622886290719
9.49601043135539e-05,124.623300777465
9.74037962509685e-05,124.623715279592
9.98800665125972e-05,124.624129894502
0.000102389626913942,124.624544718343
0.000104933194483617,124.624959846062
0.000107511492166322,124.625375371591
0.0001101252488517,124.625791387922
0.000112775200540543,124.626207987366
0.000115462089562752,124.626625261484
0.000118186666120466,124.627043301395
0.000120949687764867,124.627462197749
0.000123751919749756,124.627882040837
0.000126594136035437,124.628302920793
0.000129477118877425,124.628724927588
0.000132401658695175,124.629148151055
0.000135368555507034,124.629572681155
0.000138378618576231,124.629998607964
0.000141432666340706,124.630426021716
0.000144531526266129,124.630855012828
0.000147676036580673,124.631285672189
0.000150867044927233,124.631718091019
