Time_s,Normal_Force_N
1.28312507063451,1799.71866359506
1.2831437686909,1799.72232616235
1.28316246666674,1799.72598878638
1.28318116481772,1799.72965149708
1.28319986313964,1799.73331429936
1.2832185616993,1799.73697720477
1.28323726042156,1799.74064020348
1.28325595929225,1799.74430329142
1.28327465838019,1799.7479664788
1.2832933576595,1799.75162976339
1.28331205707362,1799.75529313577
1.28333075657613,1799.75895658677
1.28334945633421,1799.76262014135
1.28336815620426,1799.76628378126
1.28338685634449,1799.76994752833
1.28340555678559,1799.77361139153
1.28342425739373,1799.77727535117
1.2834429581251,1799.78093939663
1.28346165900142,1799.78460352936
1.28348036012495,1799.78826776598
1.28349906154575,1799.79193211753
1.28351776284953,1799.79559652003
1.28353646437772,1799.799261016
1.28355516623338,1799.80292562981
1.28357386825087,1799.80659033956
1.28359257047193,1799.81025514785
1.28361127279347,1799.81392003872
1.28362997519968,1799.81758500668
1.28364867787125,1799.82125007952
1.28366738069738,1799.82491524475
1.28368608377833,1799.82858051603
1.2837047869857,1799.83224587544
1.28372349028273,1799.83591131377
1.28374219386601,1799.83957686066
1.28376089772414,1799.84324251983
1.2837796016125,1799.84690825293
1.28379830582999,1799.85057410053
1.28381701017333,1799.85424003773
1.2838357145906,1799.85790605163
1.28385441918325,1799.861572156
1.2838731239495,1799.86523835314
1.28389182905811,1799.86890467039
1.28391053422101,1799.87257106688
1.28392923960032,1799.87623756089
1.28394794513596,1799.87990414621
1.28396665081186,1799.88357081913
1.28398535674074,1799.88723759696
1.28400406274557,1799.89090445467
1.28402276896521,1799.89457140975
1.2840414754229,1799.89823846918
1.28406018191452,1799.90190560168
1.28407888872037,1799.90557284615
1.28409759574289,1799.90924019428
1.284116302905,1799.91290763222
1.28413501015245,1799.91657514873
1.28415371759576,1799.92024275937
1.28417242533328,1799.92391048271
1.28419113330078,1799.92757831198
1.28420984128158,1799.93124621134
1.28422854956402,1799.93491422012
1.28424725784531,1799.93858229734
1.28426596654557,1799.9422505024
1.2842846752137,1799.94591877439
1.2843033840694,1799.94958713702
1.28432209317368,1799.95325560444
1.2843408024127,1799.95692416113
1.28435951199872,1799.96059283807
1.28437822157422,1799.96426158397
1.28439693132285,1799.96793041859
1.28441564141736,1799.97159937319
1.28443435156597,1799.97526840702
1.28445306196805,1799.97893754432
1.28447177241036,1799.98260675556
1.28449048316817,1799.98627607918
1.28450919402461,1799.98994548772
1.28452790516905,1799.99361500631
1.28454661628505,1799.99728458912
1.28456532771789,1800.00095428271
1.28458403922516,1800.00462405708
1.28460275087762,1800.00829391793
1.28462146280811,1800.01196388754
1.28464017492432,1800.0156339553
1.28465888744238,1800.01930415376
1.2846775998461,1800.02297440657
1.28469631263392,1800.02664477909
1.28471502562279,1800.03031525426
1.2847337386098,1800.03398579653
1.28475245181084,1800.03765643373
1.28477116517637,1800.04132716315
1.28478987870373,1800.04499798385
1.284808592557,1800.04866892185
1.28482730642779,1800.05233993278
1.28484602043652,1800.05601102758
1.28486473457407,1800.05968220686
1.28488344895472,1800.06335348895
1.28490216347256,1800.06702486038
1.28492087820325,1800.07069633072
1.28493959309174,1800.07436789295
1.28495830821164,1800.07803955753
1.28497702377113,1800.08171135964
1.28499573951556,1800.08538326518
1.28501445536518,1800.08905525507
1.28503317126691,1800.09272731727
1.28505188719306,1800.09639944514
1.28507060348474,1800.10007169189
1.28508931977933,1800.10374400955
1.28510803632598,1800.10741642895
1.28512675318845,1800.11108896603
1.28514547013683,1800.11476158704
1.28516418742931,1800.11843432693
1.2851829046999,1800.12210713376
1.28520162206273,1800.12578001608
1.28522033985022,1800.12945302859
1.28523905787129,1800.13312615095
1.28525777593306,1800.13679934857
1.28527649414485,1800.14047263247
1.28529521247161,1800.1441459991
1.28531393094611,1800.14781945305
1.28533264967678,1800.15149301248
1.285351368567,1800.15516666535
1.2853700878175,1800.15884044147
1.2853888070308,1800.16251428291
1.28540752645645,1800.16618821875
1.28542624620529,1800.16986227211
1.28544496614237,1800.17353642574
1.28546368624524,1800.17721067284
1.2854824065227,1800.18088501355
1.28550112701056,1800.18455945362
1.28551984747643,1800.188233957
1.28553856815713,1800.19190855481
1.28555728901095,1800.19558324619
1.28557600998378,1800.19925802233
1.28559473123471,1800.202932907
1.28561345282271,1800.20660791406
1.28563217433985,1800.21028298092
1.28565089625694,1800.21395817114
1.28566961836976,1800.21763346392
1.28568834046775,1800.22130882177
1.28570706279648,1800.22498427694
1.28572578525723,1800.22865981965
1.28574450791907,1800.23233545913
1.28576323074426,1800.23601119107
1.28578195377521,1800.23968702143
1.28580067704136,1800.24336295604
1.28581940041024,1800.24703897482
1.28583812409104,1800.25071510745
1.28585684781618,1800.25439131671
1.28587557167202,1800.25806760946
1.28589429571648,1800.26174399625
1.2859130199921,1800.26542048583
1.28593174455916,1800.26909708948
1.28595046927082,1800.27277378581
1.28596919404715,1800.27645055809
1.28598791906479,1800.28012743143
1.28600664414157,1800.28380438138
1.2860253696121,1800.28748145688
1.2860440951738,1800.29115861868
1.28606282094004,1800.29483587759
1.28608154678273,1800.29851321517
1.28610027278727,1800.30219064161
1.2861189991117,1800.30586818409
1.28613772558094,1800.30954581967
1.28615645210524,1800.31322352976
1.28617517889149,1800.31690134395
1.28619390595375,1800.32057927
1.28621263328114,1800.32425730762
1.28623136065159,1800.32793542126
1.28625008825914,1800.33161363533
1.28626881588728,1800.33529191976
1.28628754384098,1800.33897031769
1.28630627194719,1800.34264880951
1.28632500014818,1800.34632738234
1.28634372859657,1800.35000605817
1.28636245724685,1800.35368483382
1.28638118592469,1800.35736368085
1.2863999149365,1800.36104264293
1.28641864411036,1800.36472170071
1.28643737340497,1800.368400844
1.28645610295508,1800.37208009244
1.28647483259152,1800.37575942263
1.2864935624675,1800.37943885473
1.28651229250185,1800.38311837951
1.2865310226507,1800.38679798824
1.28654975299276,1800.39047769187
1.28656848366654,1800.3941575146
1.28658721441631,1800.39783742004
1.28660594530358,1800.40151741125
1.28662467641271,1800.4051975023
1.28664340764232,1800.4088776796
1.28666213910262,1800.41255795823
1.28668087086085,1800.41623835177
1.286699602699,1800.41991882788
1.28671833469023,1800.42359939223
1.28673706674816,1800.42728003208
1.28675579911714,1800.43096078412
1.28677453183488,1800.43464166123
1.28679326445739,1800.43832259479
1.28681199734831,1800.44200363019
1.28683073028831,1800.44568474081
1.28684946356773,1800.44936596811
1.28686819704289,1800.45304729685
1.28688693071421,1800.45672872426
1.28690566438822,1800.46041021888
1.28692439831876,1800.46409181544
1.28694313246195,1800.46777351341
1.28696186669658,1800.4714552933
1.28698060100373,1800.47513714845
1.28699933581681,1800.47881914695
1.28701807054114,1800.48250120635
1.28703680561392,1800.48618338125
1.28705554091224,1800.48986566214
1.28707427634056,1800.49354803199
1.28709301198108,1800.49723050075
1.28711174768774,1800.50091304694
1.28713048348753,1800.50459567086
1.28714921966908,1800.50827841874
1.28716795593612,1800.51196125181
1.28718669235362,1800.51564417322
1.28720542894526,1800.51932718738
1.28722416563151,1800.52301028236
1.28724290267169,1800.52669349744
1.28726163978848,1800.53037679557
1.28728037708944,1800.53406018705
1.28729911464214,1800.53774368463
1.28731785237101,1800.54142727857
1.28733659042664,1800.54511099118
1.28735532841451,1800.54879476346
1.28737406681871,1800.55247866192
1.28739280519595,1800.55616262798
1.28741154392583,1800.5598467115
1.28743028278917,1800.56353088668
1.28744902173294,1800.56721514023
1.2874677607799,1800.57089947334
1.28748650000164,1800.57458389766
1.28750523955989,1800.57826844126
1.28752397914365,1800.5819530596
1.28754271899886,1800.58563778373
1.28756145907718,1800.58932261172
1.28758019927255,1800.59300752622
1.28759893958459,1800.59669252394
1.28761768019965,1800.60037763411
1.28763642087379,1800.60406282312
1.28765516185048,1800.60774812369
1.28767390281988,1800.61143349231
1.28769264405223,1800.61511896414
1.28771138551828,1800.61880454105
1.28773012718669,1800.62249021836
1.28774886894194,1800.62617597673
1.28776761104092,1800.62986185367
1.28778635320595,1800.63354781171
1.28780509553284,1800.63723385923
1.28782383808579,1800.64092000805
1.28784258081479,1800.64460625237
1.28786132368635,1800.64829258577
1.28788006663812,1800.65197899705
1.28789880986447,1800.65566551526
1.28791755320216,1800.65935211967
1.28793629674571,1800.66303882155
1.28795504077117,1800.66672566719
1.28797378459627,1800.670412556
1.28799252885624,1800.67409957093
1.28801127304387,1800.67778664624
1.28803001757251,1800.68147383587
1.28804876224925,1800.68516111896
1.2880675071533,1800.68884850433
1.28808625222911,1800.69253598472
1.28810499749059,1800.696223561
1.2881237429309,1800.69991123225
1.28814248855645,1800.70359899933
1.2881612343664,1800.70728686226
1.28817998037901,1800.71097482396
1.28819872654172,1800.71466287658
1.28821747282049,1800.71835101319
1.28823621932341,1800.72203924983
1.28825496599358,1800.72572758035
1.28827371276915,1800.72941599373
1.28829245982781,1800.73310451635
1.28831120698413,1800.73679312345
1.28832995429121,1800.74048181891
1.28834870202303,1800.74417064733
1.28836744974328,1800.74785954716
1.28838619767492,1800.75154854263
1.28840494570489,1800.75523762015
1.28842369396228,1800.75892679786
1.28844244223501,1800.7626160452
1.28846119087534,1800.76630541286
1.28847993958256,1800.76999486215
1.28849868851208,1800.77368441074
1.28851743769359,1800.77737406669
1.28853618702294,1800.7810638148
1.28855493659183,1800.78475366696
1.28857368635012,1800.78844361732
