Time_s,Distance_m
0.411481252470956,0.660086211737215
0.411488430553375,0.660110643414322
0.411495607975774,0.66013507329965
0.411502784609094,0.660159500953775
0.411509960752438,0.660183927394662
0.411517136194639,0.660208351903415
0.411524311065938,0.660232774923244
0.411531485107457,0.660257195572801
0.411538658499681,0.660281614466323
0.411545831305989,0.660306031819439
0.411553003451843,0.660330447378294
0.411560174876906,0.66035486093736
0.411567345722498,0.6603792729776
0.411574515929344,0.660403683297112
0.411581685390346,0.660428091531153
0.41158885427365,0.660452498252048
0.411596022445734,0.6604769030051
0.411603189857994,0.660501305624686
0.411610356676745,0.660525706676925
0.411617522991379,0.66055010646607
0.411624688648727,0.660574504470504
0.411631853585442,0.660598900474404
0.411639017916061,0.660623294867637
0.411646181425684,0.660647686918341
0.411653344320816,0.660672077329528
0.41166050659068,0.660696466064394
0.4116676682471,0.660720853163081
0.411674829213372,0.660745238364269
0.411681989596246,0.660769622031355
0.411689149310195,0.660794003872965
0.411696308261713,0.660818383570545
0.411703466698631,0.660842761967951
0.411710624362305,0.660867138184239
0.411717781382058,0.6608915126597
0.411724937706287,0.660915885218462
0.411732093448972,0.660940256248593
0.411739248547221,0.660964625535778
0.411746403098931,0.660988993413327
0.411753556788022,0.661013358804559
0.411760709941377,0.661037722822708
0.411767862434033,0.661062085042028
0.411775014183764,0.661086445182315
0.411782165335671,0.661110803737676
0.411789315978897,0.66113516101166
0.411796465786295,0.661159515889767
0.411803615092179,0.661183869510674
0.411810763700354,0.661208221205939
0.41181791164802,0.661232571102158
0.411825058957766,0.661256919276158
0.411832205600791,0.661281265629698
0.411839351672023,0.661305610486058
0.411846497056478,0.661329953453388
0.411853641830135,0.66135429479042
0.411860785794813,0.661378633821841
0.411867929181245,0.661402971333608
0.411875071880654,0.661427306955002
0.411882213997697,0.661451641042473
0.411889355389112,0.661475973107788
0.4118964961442,0.661500303455084
0.41190363619323,0.661524631846645
0.411910775761662,0.661548959050564
0.411917914528769,0.661573283973893
0.411925052815349,0.661597607709605
0.411932190407157,0.661621929527545
0.411939327174995,0.661646248987325
0.411946463422934,0.661670567124978
0.411953598988098,0.661694883385359
0.411960733993335,0.661719198186986
0.411967868387744,0.661743511356286
0.41197500192847,0.661767822065502
0.411982134932731,0.661792131395562
0.41198926727964,0.661816438934371
0.411996398987157,0.661840744743015
0.412003530172457,0.661865049220737
0.412010660629919,0.661889351666611
0.412017790321589,0.661913651951152
0.412024919489393,0.661937950898793
0.412032048186675,0.661962248691258
0.412039176129881,0.66198654436195
0.412046303357007,0.662010838040248
0.412053429997826,0.662035130168362
0.412060555969151,0.662059420462625
0.412067681237684,0.6620837088094
0.412074805937288,0.662107995664876
0.412081929853531,0.662132280297968
0.412089053270686,0.662156563677603
0.412096175903454,0.6621808448311
0.412103298002588,0.662205124613144
0.412110419380305,0.662229402383454
0.41211754026831,0.662253678931834
0.412124660512197,0.662277953731776
0.412131780052639,0.662302226580886
0.412138898912172,0.662326497555867
0.412146017025329,0.66235076643339
0.412153134646097,0.662375034079287
0.412160251669602,0.662399300135889
0.412167368009964,0.662423564310259
0.41217448363552,0.662447826494308
0.412181598673541,0.662472087121871
0.412188713016891,0.662496345827513
0.412195826829889,0.662520603171427
0.41220293999803,0.662544858763042
0.412210052527573,0.662569112623592
0.41221716437031,0.662593364588551
0.412224275692829,0.662617615225892
0.41223138632983,0.662641863971802
0.412238496282721,0.662666110830956
0.41224560550269,0.662690355636751
0.412252714113771,0.662714598812068
0.412259822191645,0.662738840614898
0.412266929636153,0.662763080703537
0.412274036450414,0.662787319088515
0.412281142622633,0.662811555729475
0.412288248172045,0.662835790691905
0.412295353053095,0.662860023820312
0.412302457236757,0.66288425501556
0.41230956083178,0.662908484648461
0.412316663895384,0.662932712914075
0.412323766196391,0.662956939023744
0.412330867857161,0.662981163394708
0.412337968923017,0.663005386181456
0.412345069427907,0.663029607499671
0.412352169292116,0.663053827077325
0.412359268377321,0.663078044442427
0.412366366829533,0.663102260092931
0.41237346477209,0.663126474449488
0.412380561990195,0.663150686779208
0.412387658726023,0.663174897908169
0.412394754816705,0.663199107280619
0.412401850152477,0.663223314521949
0.412408944869206,0.663247520095575
0.412416038893499,0.663271723750968
0.412423132392676,0.663295926058887
0.412430225198528,0.663320126445301
0.412437317422939,0.663344325291838
0.412444408966218,0.663368522258229
0.412451499869042,0.663392717483143
0.412458590217095,0.663416911258837
0.412465679934538,0.663441103326418
0.412472768969446,0.663465293508584
0.412479857422341,0.663489482148231
0.412486945337647,0.663513669396842
0.412494032450922,0.663537854351899
0.412501119020504,0.663562037894857
0.412508204793835,0.663586219163713
0.412515290052846,0.663610399120481
0.412522374715606,0.663634577485447
0.412529458685008,0.663658753927084
0.412536542114015,0.663682928967316
0.41254362488766,0.663707102213661
0.412550707048814,0.663731273812318
0.412557788490038,0.663755443396466
0.412564869259891,0.663779611131714
0.412571949648844,0.663803778009384
0.412579029311711,0.663827942851181
0.412586108322559,0.663852105909784
0.412593186678436,0.663876267174995
0.412600264448466,0.663900426882647
0.412607341657088,0.663924585116054
0.412614418170697,0.663948741419033
0.412621494007099,0.663972895852239
0.412628569345366,0.663997049026853
0.412635644039179,0.664021200443272
0.41264271805231,0.664045349977702
0.412649791299135,0.664069497337697
0.412656863950239,0.664093643105497
0.412663936070338,0.664117787501928
0.412671007511626,0.664141930022268
0.41267807833244,0.664166070865556
0.412685148695353,0.664190210586749
0.412692218330712,0.664214348265077
0.412699287470509,0.664238484692511
0.412706355932172,0.664262619245583
0.412713423845618,0.664286752367762
0.41272049106586,0.66431088356388
0.412727557673098,0.664335013107661
0.412734623547878,0.664359140591095
0.412741688802199,0.664383266396492
0.412748753353179,0.664407390240705
0.412755817430204,0.664431512906934
0.412762880881194,0.664455633875741
0.412769943823816,0.664479753548842
0.412777006016607,0.664503871101537
0.412784067492546,0.664527986646308
0.412791128437954,0.664552100819342
0.41279818884277,0.664576213586179
0.412805248510158,0.664600324274469
0.412812307682288,0.664624433711163
0.412819366096811,0.664648541000143
0.412826424018791,0.66467264704659
0.412833481357596,0.664696751540846
0.412840537835299,0.66472085353352
0.412847593838815,0.664744954346025
0.412854649161487,0.664769053272381
0.412861703959798,0.664793150846984
0.412868758074336,0.664817246525202
0.412875811502101,0.664841340296659
0.412882864325924,0.664865432444178
0.412889916736219,0.664889523618109
0.412896968379827,0.664913612611947
0.412904019466165,0.664937700140949
0.412911069828136,0.664961785634174
0.412918119748654,0.664985870058001
0.412925168943169,0.665009952440221
0.412932217537977,0.665034033212186
0.412939265435313,0.665058112039764
0.412946312821008,0.665082189557731
0.412953359440373,0.665106264895816
0.412960405621648,0.665130339175365
0.412967451211767,0.665154411873312
0.412974496111429,0.66517848265025
0.412981540387639,0.665202551735006
0.412988584069399,0.665226619226554
0.412995627186219,0.665250685225621
0.413002669680469,0.665274749535176
0.41300971158294,0.665298812260323
0.413016752817201,0.665322873139767
0.413023793474625,0.665346932485635
0.413030833461024,0.665370989975945
0.413037872717767,0.66539504541021
0.413044911434741,0.665419099437223
0.413051949565886,0.665443151899465
0.413058987117094,0.665467202816969
0.413066023995819,0.665491251873342
0.413073060372628,0.665515299651399
0.413080096056687,0.665539345498824
0.413087131023939,0.665563389333272
0.413094165487828,0.665587431884126
0.41310119936609,0.665611472870123
0.413108232683256,0.665635512374998
0.41311526525204,0.665659549758497
0.413122297275658,0.665683585715097
0.413129328688316,0.665707620019798
0.413136359514418,0.665731652755903
0.413143389643042,0.665755683544142
0.413150419264484,0.665779713034886
0.413157448272459,0.665803740864712
0.413164476618607,0.665827766868189
0.413171504429793,0.665851791478884
0.413178531581911,0.665875814272436
0.41318555811817,0.665899835396431
0.413192584027044,0.665923854811354
0.413199609366575,0.665947872715523
0.413206634041124,0.665971888781859
0.413213658001442,0.665995902841855
0.413220681510329,0.666019915793885
0.413227704403937,0.666043927077663
0.413234726793225,0.66606793707246
