FinalDrive,Grip_Fact,Time_75m_s,Reached75m,ErrorMessage
6.4,1,3.43447417617491,1,
6.5,1,3.42295374042988,1,
6.6,1,3.41215199013627,1,
6.7,1,3.40204938511925,1,
6.8,1,3.3925788509264,1,
6.9,1,3.38384238636089,1,
7,1,3.37572866842868,1,
7.1,1,3.36821767771851,1,
7.2,1,3.36130273548074,1,
7.3,1,3.35502972638867,1,
7.4,1,3.34927262191175,1,
7.5,1,3.34407288750386,1,
7.6,1,3.33939877296888,1,
7.7,1,3.33529648274443,1,
7.8,1,3.33168276188123,1,
7.9,1,3.32858347377609,1,
8,1,3.32605204673686,1,
8.1,1,3.32398222884578,1,
8.2,1,3.32235769683947,1,
8.3,1,3.32124795958062,1,
8.4,1,3.32052901271517,1,
8.5,1,3.32022217435372,1,
8.6,1,3.51138424833228,1,
8.7,1,3.51902496522285,1,
8.8,1,3.52115128260264,1,
8.9,1,3.52848053976241,1,
9,1,3.53427183987232,1,
9.1,1,3.5408164069322,1,
9.2,1,3.54701454290677,1,
9.3,1,3.55352091842514,1,
9.4,1,3.55982914719392,1,
9.5,1,3.56693484210042,1,
9.6,1,3.57691553312014,1,
9.7,1,3.58395285912682,1,
9.8,1,3.59151045967344,1,
9.9,1,3.59863354567035,1,
10,1,3.60655997471441,1,
10.1,1,3.61389003411267,1,
10.2,1,3.62225535283872,1,
10.3,1,3.63064205685734,1,
10.4,1,3.64254831910721,1,
10.5,1,3.6518017994337,1,
10.6,1,3.66080273719204,1,
10.7,1,3.6694970885562,1,
10.8,1,3.67928887116037,1,
10.9,1,3.68937291774263,1,
11,1,3.70233981012083,1,
11.1,1,3.71256567368306,1,
11.2,1,3.72293515450916,1,
11.3,1,3.73358595072528,1,
11.4,1,3.74625306009657,1,
11.5,1,3.75731352541048,1,
11.6,1,3.76863785064494,1,
11.7,1,3.78026695171061,1,
11.8,1,3.7913064578671,1,
11.9,1,3.80294822145097,1,
12,1,3.81526587438521,1,
12.1,1,3.82759329834411,1,
12.2,1,3.83992188610791,1,
12.3,1,3.85305390747029,1,
12.4,1,3.8655768435548,1,
12.5,1,3.87880956908362,1,
