Time_s,Error
0.0238647244039094,-0.128383942825141
0.0238662540804295,-0.128382706531713
0.0238677836583188,-0.128381469887709
0.0238693131380086,-0.128380232892916
0.0238708425207251,-0.128378995546479
0.0238723718055085,-0.128377757849307
0.0238739009932281,-0.128376519800834
0.0238754300814357,-0.128375281403177
0.0238769590748319,-0.128374042652664
0.0238784879711755,-0.128372803551242
0.0238800167696828,-0.128371564099684
0.0238815454730658,-0.128370324295925
0.023883074078373,-0.128369084142491
0.0238846025884744,-0.128367843637191
0.0238861310011478,-0.128366602781959
0.0238876593177603,-0.128365361575822
0.0238891875378049,-0.128364120019325
0.023890715660176,-0.128362878113501
0.0238922436883384,-0.128361635855668
0.0238937716202544,-0.128360393247613
0.0238952994574516,-0.128359150288229
0.0238968271989566,-0.128357906978439
0.0238983548442586,-0.128356663318795
0.0238998823949339,-0.128355419308144
0.023901409850154,-0.128354174947294
0.0239029372094513,-0.128352930236761
0.023904464474241,-0.128351685175523
0.0239059916466865,-0.128350439761946
0.0239075187206948,-0.128349194001133
0.0239090456999805,-0.12834794789019
0.0239105725841144,-0.128346701429598
0.0239120993749449,-0.128345454617979
0.0239136260693199,-0.128344207458039
0.0239151526713118,-0.128342959946585
0.0239166791797027,-0.12834171208474
0.0239182055929374,-0.12834046387391
0.0239197319118216,-0.128339215313567
0.0239212581389574,-0.128337966401714
0.0239227842704711,-0.12833671714165
0.0239243103078394,-0.128335467532302
0.0239258362510546,-0.128334217573806
0.0239273621010456,-0.128332967265532
0.0239288878598668,-0.128331716605926
0.0239304135236096,-0.128330465598321
0.0239319390944274,-0.128329214241087
0.0239334645728816,-0.12832796253389
0.0239349899578008,-0.128326710477823
0.0239365152502606,-0.128325458072134
0.0239380404509371,-0.128324205316396
0.0239395655581059,-0.128322952212156
0.0239410905728036,-0.128321698758694
0.023942615494404,-0.128320444956654
0.0239441403262255,-0.128319190803436
0.0239456650643172,-0.128317936302418
0.0239471897094364,-0.128316681453111
0.0239487142608633,-0.128315426256236
0.0239502387230737,-0.128314170708238
0.0239517630943528,-0.128312914810653
0.0239532873729038,-0.128311658565094
0.0239548115599701,-0.128310401970665
0.023956335655038,-0.12830914502792
0.0239578596614724,-0.128307887734209
0.0239593835760437,-0.128306630092325
0.0239609073977335,-0.128305372103239
0.023962431129513,-0.128304113764628
0.0239639547696722,-0.128302855078031
0.0239654783195333,-0.128301596042484
0.0239670017772957,-0.128300336659604
0.0239685251455592,-0.12829907692737
0.0239700484247032,-0.128297816845593
0.0239715716124717,-0.128296556416268
0.0239730947092745,-0.128295295639187
0.0239746177155838,-0.128294034514085
0.0239761406328332,-0.128292773039902
0.0239776634595984,-0.128291511217944
0.0239791861981437,-0.128290249046463
0.023980708845478,-0.128288986528065
0.0239822314033729,-0.128287723661409
0.0239837538723245,-0.12828646044621
0.0239852762507729,-0.128285196883889
0.0239867985402358,-0.128283932973314
0.0239883207403834,-0.128282668714885
0.0239898428523958,-0.128281404107747
0.02399136487422,-0.128280139153733
0.0239928868079176,-0.128278873851257
0.023994408653114,-0.128277608200754
0.0239959304106069,-0.128276342201687
0.0239974520775426,-0.128275075856558
0.023998973656083,-0.128273809163694
0.024000495146417,-0.128272542123063
0.0240020165488903,-0.128271274734501
0.0240035378611385,-0.128270007000107
0.0240050590859146,-0.128268738917711
0.024006580224802,-0.128267470486117
0.0240081012741737,-0.128266201708474
0.0240096222384307,-0.128264932581236
0.024011143111842,-0.128263663109311
0.024012663898639,-0.128262393289295
0.0240141845972789,-0.128261123122598
0.0240157052094905,-0.128259852607901
0.0240172257334573,-0.128258581746847
0.0240187461703398,-0.128257310538591
0.0240202665215062,-0.128256038982112
0.0240217867846201,-0.128254767079489
0.0240233069605938,-0.128253494830083
0.0240248270489174,-0.128252222234447
0.0240263470506078,-0.128250949291853
0.0240278669678623,-0.128249676000582
0.0240293867977976,-0.128248402363174
0.0240309065408322,-0.128247128379404
0.0240324261985797,-0.128245854048041
0.0240339457692405,-0.128244579370718
0.024035465254773,-0.128243304345916
0.0240369846531462,-0.128242028975462
0.0240385039647371,-0.128240753259165
0.0240400231931021,-0.128239477194161
0.0240415423363082,-0.128238200782192
0.0240430613916526,-0.128236924025655
0.0240445803605736,-0.128235646923468
0.0240460992460097,-0.12823436947328
0.0240476180461635,-0.128233091676723
0.024049136760299,-0.128231813534541
0.0240506553886368,-0.128230535046672
0.0240521739326357,-0.128229256212009
0.0240536923905754,-0.128227977032124
0.0240552107635912,-0.128226697506183
0.0240567290525512,-0.128225417633575
0.0240582472570181,-0.128224137414791
0.024059765377049,-0.128222856849904
0.0240612834125971,-0.128221575939076
0.0240628013637205,-0.12822029468238
0.024064319230496,-0.128219013079871
0.0240658370133501,-0.128217731131313
0.0240673547122655,-0.128216448836839
0.0240688723266117,-0.128215166197105
0.0240703898568136,-0.128213883211873
0.0240719073032839,-0.128212599880915
0.0240734246660456,-0.128211316204333
0.0240749419465261,-0.128210032181039
0.0240764591425254,-0.128208747813015
0.0240779762558951,-0.128207463098815
0.0240794932851442,-0.128206178039822
0.024081010231928,-0.128204892634755
0.0240825270949638,-0.128203606884821
0.0240840438733401,-0.128202320790914
0.0240855605704836,-0.128201034350249
0.0240870771853816,-0.128199747563801
0.0240885937158988,-0.128198460433505
0.0240901101641118,-0.12819717295772
0.0240916265283549,-0.128195885137978
0.0240931428123944,-0.128194596971202
0.0240946590128757,-0.128193308460357
0.024096175132582,-0.128192019603201
0.024097691169279,-0.12819073040175
0.024099207122639,-0.128189440856405
0.0241007229952487,-0.128188150965084
0.0241022387848627,-0.128186860729817
0.024103754494633,-0.128185570148039
0.0241052701216018,-0.128184279222387
0.0241067856654901,-0.12818298795322
0.0241083011293181,-0.128181696338083
0.0241098165110445,-0.128180404378832
0.0241113318106151,-0.128179112075635
0.0241128470302619,-0.128177819426707
0.0241143621675286,-0.128176526434259
