Time_s,Acceleration_mps2
0.0529844330187853,5.79649321982206
0.0529870982719694,5.79688807165135
0.0529897637686504,5.79728292881395
0.0529924295092435,5.79767779137048
0.0529950954949166,5.79807265947749
0.0529977617216002,5.79846753264916
0.0529995223520976,5.79874881810062
0.0530012829825949,5.79901005436977
0.0530028048356898,5.79923848214545
0.0530054614522851,5.79960222616155
0.0530081026840385,5.799989562207
0.0530107760849671,5.80038519683487
0.0530134535608852,5.80078266622322
0.053016131439257,5.80118030291307
0.0530188083386582,5.80157764570188
0.0530214841141649,5.80197461674923
0.0530241588950288,5.8023712416761
0.0530268328656665,5.80276756876347
0.0530295061998282,5.80316364579685
0.0530321790555045,5.80355951557876
0.0530348515565655,5.80395521325337
0.0530375238107558,5.80435076849227
0.0530401959015197,5.80474620522517
0.0530428679053909,5.8051415440693
0.0530455398814026,5.80553680168865
0.0530482118777392,5.80593199170805
0.0530508839395374,5.80632712602947
0.0530535560955963,5.80672221353934
0.0530562283770824,5.8071172623316
0.053058900803303,5.80751227842585
0.0530615733965329,5.8079072674672
0.0530642461718568,5.80830223382901
0.0530669191393303,5.80869718076794
0.0530695923140268,5.80909211175981
0.0530722657034732,5.80948702920398
0.0530749393169409,5.80988193537735
0.0530776131551985,5.81027683135044
0.0530802872267807,5.81067171884969
0.0530829615361909,5.81106659913935
0.0530856360872864,5.81146147324955
0.0530883108778679,5.81185634135195
0.0530909859160994,5.81225120471572
0.0530936612036302,5.81264606395978
0.0530963367389813,5.81304091915663
0.053099012523146,5.81343577056268
0.0531016885643293,5.81383061935365
0.0531043648576201,5.81422546521183
0.0531070414056094,5.81462030846682
0.0531097182052881,5.81501514885638
0.0531123952623733,5.81540998709309
0.053115072574635,5.81580482306637
0.0531177501422679,5.8161996568083
0.0531204279652398,5.81659448834452
0.0531231060461361,5.8169893180232
0.0531257843840174,5.81738414580642
0.0531284629763739,5.81777897138386
0.0531311418281376,5.8181737953254
0.0531338209387748,5.81856861767772
0.0531365003079836,5.81896343841547
0.0531391799329214,5.81935825718061
0.0531418598156851,5.81975307417173
0.0531445399585308,5.82014788971074
0.0531472203597381,5.82054270364232
0.0531499010164401,5.82093751557758
0.0531525819339039,5.82133232610346
0.0531552631088222,5.82172713491472
0.0531579445423093,5.82212194209174
0.053160626235512,5.82251674779143
0.0531633081856813,5.82291155169659
0.0531659903953545,5.82330635406319
0.0531686728630051,5.82370115474594
0.053171355586344,5.82409595342872
0.0531740385735139,5.82449075106937
0.0531767218181923,5.82488554705259
0.0531794053207977,5.8252803413113
0.0531820890789126,5.82567513352839
0.0531847730989262,5.8260699244419
0.0531874573788021,5.82646471393231
0.0531901419169235,5.82685950177047
0.0531928267149078,5.82725428811214
0.0531955117738822,5.82764907312404
0.0531981970895599,5.82804385629754
0.053200882664267,5.82843863782513
0.0532035684992782,5.82883341789982
0.0532062545962142,5.8292281967566
0.0532089409511952,5.82962297395022
0.0532116275635742,5.83001774931283
0.0532143144379607,5.83041252338657
0.0532170015705579,5.83080729579557
0.0532196889622518,5.83120206657638
0.0532223766133397,5.83159683577027
0.0532250645224075,5.83199160320551
0.0532277526937644,5.83238636938504
0.0532304411213365,5.83278113364138
0.0532331298114259,5.83317589663274
0.0532358187615093,5.83357065816435
0.0532385079717159,5.83396541821133
0.0532411974420752,5.83436017676908
0.0532438871705984,5.83475493358519
0.0532465771602748,5.83514968898245
0.0532492674124574,5.83554444318688
0.0532519579242409,5.83593919587394
0.053254648697302,5.83633394718776
0.0532573397295784,5.83672869689478
0.0532600310203944,5.83712344486394
0.0532627225744713,5.83751819165688
0.0532654143889925,5.83791293702417
0.0532681064643973,5.83830768096945
0.0532707987992103,5.83870242330612
0.0532734913945605,5.83909716413695
0.0532761842501936,5.83949190344674
0.0532788773668422,5.83988664132082
0.0532815707435226,5.84028137764936
0.0532842643842347,5.84067611290654
0.0532869582842523,5.84107084658856
0.0532896524450592,5.84146557878173
0.0532923468673197,5.84186030958218
0.0532950415501744,5.84225503889771
0.0532977364930525,5.84264976663669
0.0533004316992222,5.84304449318584
0.0533031271651688,5.84343921817664
0.0533058228939047,5.84383394191112
0.053308518882651,5.84422866409683
0.0533112151327009,5.84462338483644
0.0533139116436852,5.84501810410041
0.0533166084135678,5.84541282162704
0.0533193054475542,5.84580753801213
0.0533220027440707,5.84620225316832
0.0533247003001282,5.84659696670289
0.0533273981196048,5.84699167902103
0.0533300961984626,5.84738638969371
0.0533327945388665,5.84778109890637
0.0533354931419309,5.84817580682977
0.0533381920078194,5.84857051351261
0.0533408911365659,5.84896521896404
0.0533435905247235,5.84935992275353
0.0533462901768675,5.84975462536572
0.0533489900901198,5.85014932653106
0.0533516902665363,5.85054402645058
0.0533543907086103,5.85093872546804
0.053357091406603,5.85133342243415
0.0533597923669104,5.85172811792491
0.0533624935922619,5.85212281238621
0.0533651950809209,5.85251750568203
0.0533678968298857,5.85291219740954
0.0533705988404837,5.85330688765484
0.0533733011147921,5.85370157668957
0.0533760036523264,5.85409626450121
0.0533787064517856,5.85449095092201
0.053381409511762,5.85488563574253
0.053384112837189,5.85528031953288
0.0533868164248744,5.85567500200079
0.0533895202775718,5.85606968342849
0.0533922243905518,5.85646436327875
0.0533949287648809,5.85685904157976
0.0533976334037948,5.85725371873611
0.0534003383054073,5.85764839458684
0.0534030434715505,5.85804306932486
0.0534057488983828,5.8584377425066
0.0534084545893486,5.85883241447246
0.0534111605417781,5.85922708495292
0.0534138667584777,5.85962175424194
0.053416573241072,5.86001642259272
0.0534192799834248,5.86041108928839
0.0534219869898835,5.86080575472947
0.0534246942633289,5.86120041934548
0.0534274017983327,5.86159508254049
0.0534301095972999,5.86198974449617
0.0534328176598002,5.86238440519071
0.0534355259841669,5.8627790644106
0.0534382345745201,5.86317372262292
0.0534409434252747,5.86356837922112
0.0534436525443751,5.86396303507102
0.0534463619270339,5.86435768973945
0.0534490715697033,5.86475234270141
0.0534517814797697,5.8651469947698
0.0534544916539395,5.86554164568725
