Time_s,Target_Torque_ATW_Nm,From_Tractive_Force_ATW_Nm,Max_Available_ATW_Nm
0.0348344460673649,306.983353896209,83.4648161017921,560.852683224722
0.0348360575831141,306.9978386582,83.4801966453591,560.852726330447
0.0348376691206407,307.012323622219,83.4955781823937,560.852769444179
0.0348392806794646,307.026808783954,83.510960708113,560.852812565907
0.0348408922616865,307.041294162285,83.5263442413112,560.852855695686
0.034842503865258,307.055779738803,83.541728764102,560.852898833464
0.0348441154934572,307.070265542974,83.5571143053477,560.852941979327
0.0348457271402733,307.08475152077,83.5725008114751,560.852985133117
0.0348473388102786,307.099237713292,83.5878883213192,560.853028294955
0.0348489505039913,307.113724125196,83.603276841502,560.853071464857
0.034850562220598,307.128210749174,83.6186663647727,560.853114642802
0.0348521739598636,307.142697583114,83.634056888441,560.853157828783
0.0348537857203141,307.157184613766,83.6494483987377,560.853201022762
0.0348553975024572,307.171671845696,83.6648408994373,560.853244224753
0.0348570093065209,307.186159280955,83.6802343926768,560.853287434763
0.0348586211346786,307.200646939077,83.6956288982839,560.853330652851
0.0348602329850731,307.215134803372,83.7110244001604,560.853373878967
0.0348618448571732,307.229622869066,83.726420892449,560.853417113099
0.03486345675152,307.244111141022,83.7418183796388,560.85346035526
0.0348650686674297,307.258599613098,83.757216855568,560.853503605434
0.0348666806069438,307.273088303641,83.7726163384263,560.853546863676
0.0348682925678898,307.287577193128,83.7880168091503,560.853590129928
0.0348699045513087,307.302066290914,83.8034182761034,560.853633404219
0.0348715165585886,307.316555609479,83.8188207522673,560.853676686586
0.0348731285876107,307.33104512978,83.8342242187883,560.853719976974
0.0348747406398058,307.345534864676,83.8496286876037,560.853763275422
0.0348763527125179,307.360024790296,83.865034134901,560.853806581858
0.0348779648094602,307.374514940018,83.8804405932415,560.853849896383
0.0348795769275009,307.389005285691,83.8958480355387,560.853893218914
0.0348811890691994,307.403495850322,83.9112564836245,560.85393654952
0.0348828012331588,307.417986621357,83.9266659257161,560.853979888165
0.0348844134189252,307.432477594716,83.9420763568872,560.854023234836
0.0348860256263254,307.446968768843,83.9574877751467,560.854066589529
0.0348876378573958,307.461460162044,83.9729001988712,560.854109952301
0.0348892501104261,307.475951758946,83.9883136132255,560.854153323105
0.0348908623854054,307.490443559453,84.0037280171748,560.854196701942
0.0348924746841876,307.50493558023,84.0191434274769,560.854240088863
0.0348940870036325,307.519427793052,84.0345598161267,560.854283483783
0.034895699348729,307.533920242762,84.0499772271454,560.854326886838
0.0348973117147496,307.548412886868,84.0653956194322,560.8543702979
0.0348989241009032,307.562905718261,84.080814983432,560.85441371695
0.0349005365103892,307.5773987657,84.0962353477846,560.854457144074
0.0349021489434099,307.591892031003,84.1116567156985,560.854500579279
0.0349037613996357,307.60638551121,84.1270790841645,560.854544022555
0.0349053738780456,307.620879197144,84.1425024435181,560.854587473876
0.0349069863788289,307.635373090508,84.1579267948318,560.854630933248
0.0349085989020361,307.649867191755,84.1733521384724,560.854674400672
0.0349102114471853,307.664361496557,84.1887784699,560.854717876138
0.0349118240155034,307.678856015943,84.2042057999553,560.854761359677
0.0349134366068227,307.693350748404,84.2196341275207,560.854804851286
0.0349150492197106,307.707845681067,84.2350634392674,560.854848350928
0.0349166618543761,307.722340815809,84.2504937362561,560.854891858608
0.0349182745117709,307.736836161188,84.2659250271123,560.854935374353
0.0349198871936563,307.751331733035,84.2813573282633,560.854978898211
0.0349214998975092,307.765827508671,84.2967906173105,560.855022430115
0.0349231126246254,307.780323499747,84.3122249047797,560.8550659701
0.0349247253717625,307.794819677118,84.3276601613867,560.855109518079
0.0349263381442688,307.809316088859,84.3430964344174,560.855153074198
0.0349279509382585,307.823812700043,84.3585336906274,560.855196638351
0.0349295637547583,307.8383095199,84.373971937507,560.855240210568
0.0349311765940486,307.85280655095,84.3894111778721,560.855283790857
0.0349327894562341,307.867303794136,84.4048514126777,560.85532737922
0.03493440234044,307.881801241597,84.4202926338092,560.855370975636
0.0349360152468924,307.896298895365,84.4357348427573,560.855414580111
0.0349376281779074,307.91079677626,84.451178060667,560.855458192707
0.0349392411298823,307.9252948519,84.4666222554956,560.855501813329
0.0349408541037755,307.939793130899,84.4820674341771,560.855545442003
0.0349424671020558,307.954291635451,84.497513619553,560.855589078796
0.0349440801220369,307.968790341411,84.5129607880627,560.855632723636
0.0349456931656944,307.983289266536,84.5284089564031,560.855676376578
0.0349473062338335,307.997788418067,84.5438581326821,560.855720037644
0.0349489193226186,308.012287761527,84.5593082820207,560.85576370673
0.0349505324325479,308.026787301395,84.5747594069917,560.855807383851
0.0349521455660178,308.041287059213,84.5902115295559,560.855851069071
0.0349537587224801,308.055787030054,84.6056646457001,560.855894762379
0.0349553719016224,308.070287211112,84.6211187521921,560.855938463764
0.0349569851033486,308.084787601522,84.636573847825,560.855982173226
0.0349585983273682,308.099288198676,84.6520299297231,560.856025890756
0.0349602115758672,308.113789022223,84.6674870176151,560.856069616416
0.0349618248469887,308.128290055474,84.6829450953703,560.856113350154
0.0349634381396623,308.142791288807,84.6984041521632,560.856157091944
0.0349650514565899,308.157292746511,84.7138642120413,560.856200841858
0.0349666647943074,308.171794397449,84.7293252443724,560.856244599804
0.0349682781549021,308.186296260383,84.7447872665184,560.856288365839
